TXNDC17	txndc17
SMARCE1	smarce1
CIC	cic
KARS	kars
TXNDC16	txndc16
RAB39B	rab39b
RAB39A	rab39a
KIF16B	kif16b
PRKCG	prkcg
TXNDC11	txndc11
IL12B	il12b
IL12A	il12a
IRAK1BP1	irak1bp1
OR51L1	or51l1
SPINK8	spink8
CIT	cit
TSSK2	tssk2
TXNDC12	txndc12
WFDC9	wfdc9
RNGTT	rngtt
TSSK3	tssk3
TRPV3	trpv3
SGO1	sgo1
KIAA2012	kiaa2012
BPY2	bpy2
SNUPN	snupn
DAO	dao
TATDN1	tatdn1
ST8SIA2	st8sia2
FIGLA	figla
TATDN2	tatdn2
C1orf174	c1orf174
LRP1B	lrp1b
DAP	dap
N4BP2	n4bp2
WFDC8	wfdc8
GLE1	gle1
MTA1	mta1
MTA2	mta2
MTA3	mta3
LRP10	lrp10
LRP11	lrp11
LRP12	lrp12
CUBN	cubn
ZNF329	znf329
GAPDHS	gapdhs
GPC1	gpc1
GPC2	gpc2
GPC3	gpc3
GPC4	gpc4
GPC5	gpc5
GPC6	gpc6
TRIM43B	trim43b
HEPH	heph
SRM	srm
MTAP	mtap
BICD2	bicd2
BICD1	bicd1
BBS9	bbs9
SEC22B	sec22b
SEC22A	sec22a
BBS1	bbs1
BBS2	bbs2
BBS5	bbs5
BBS4	bbs4
BBS7	bbs7
ANKDD1A	ankdd1a
ANKDD1B	ankdd1b
C2orf49	c2orf49
TBCC	tbcc
C2orf40	c2orf40
ESM1	esm1
C2orf42	c2orf42
OR52B2	or52b2
SCFD1	scfd1
ELANE	elane
AGL	agl
AGK	agk
OR52B4	or52b4
NIPA2	nipa2
MGAT4C	mgat4c
CELA2A	cela2a
RUBCN	rubcn
AGA	aga
CELA2B	cela2b
DET1	det1
SCFD2	scfd2
TBCB	tbcb
PDCD10	pdcd10
PDCD11	pdcd11
AGT	agt
PRKCZ	prkcz
RAB11A	rab11a
SRY	sry
CRKL	crkl
GPR180	gpr180
PIK3CA	pik3ca
GPR182	gpr182
GPR183	gpr183
PIK3CD	pik3cd
PIK3CG	pik3cg
ZSWIM4	zswim4
ZSWIM5	zswim5
ZSWIM6	zswim6
RAB11B	rab11b
ZSWIM1	zswim1
ZSWIM2	zswim2
TMEM59	tmem59
PRND	prnd
WIPI1	wipi1
TMEM54	tmem54
SCLY	scly
RER1	rer1
TMEM53	tmem53
TMEM51	tmem51
KCNJ3	kcnj3
DIMT1	dimt1
IQCB1	iqcb1
GSC2	gsc2
PLEKHA6	plekha6
VARS	vars
GOLGA6L22	golga6l22
TBC1D8B	tbc1d8b
FAM84B	fam84b
POLR3GL	polr3gl
FAM84A	fam84a
TDO2	tdo2
TAGLN	tagln
ACOD1	acod1
NMS	nms
PRRG4	prrg4
RPL18	rpl18
ZNF675	znf675
ZNF674	znf674
ORM1	orm1
ORM2	orm2
POGLUT1	poglut1
PARP16	parp16
MAX	max
PARP14	parp14
MAZ	maz
ERI2	eri2
ERI3	eri3
KTI12	kti12
ERI1	eri1
MYRFL	myrfl
TUBA1B	tuba1b
MAG	mag
MAF	maf
ACLY	acly
MAK	mak
MAL	mal
NXF2B	nxf2b
KRTAP11-1	krtap11_1
EVL	evl
OR1B1	or1b1
ALDH3A2	aldh3a2
ALDH3A1	aldh3a1
WFDC1	wfdc1
RASGEF1A	rasgef1a
MGST2	mgst2
EDC3	edc3
MGST1	mgst1
SLC35B4	slc35b4
EDC4	edc4
KRTAP19-5	krtap19_5
ATXN3L	atxn3l
SEMA4C	sema4c
CSDE1	csde1
ZNF454	znf454
BACH2	bach2
BACH1	bach1
JAM3	jam3
AKAIN1	akain1
PAM16	pam16
GMDS	gmds
LSR	lsr
LSS	lss
RASEF	rasef
SLC37A3	slc37a3
AGPAT3	agpat3
KCNIP4	kcnip4
KCNIP3	kcnip3
KCNIP2	kcnip2
KCNIP1	kcnip1
PRSS55	prss55
OTUD7A	otud7a
PRSS57	prss57
PRSS56	prss56
PRSS51	prss51
PRSS50	prss50
PRSS53	prss53
CTAGE9	ctage9
HAND1	hand1
MPV17	mpv17
BYSL	bysl
LIN28A	lin28a
FAM136A	fam136a
TGFBI	tgfbi
MOGAT2	mogat2
MOGAT3	mogat3
MOGAT1	mogat1
ANAPC1	anapc1
HMCN2	hmcn2
HMCN1	hmcn1
ANAPC2	anapc2
ANAPC5	anapc5
ANAPC4	anapc4
ANAPC7	anapc7
OR12D1	or12d1
RPS6KA1	rps6ka1
RPS6KA2	rps6ka2
RPS6KA3	rps6ka3
RPS6KA4	rps6ka4
OR12D2	or12d2
HAND2	hand2
RD3L	rd3l
PISD	pisd
PSMD14	psmd14
PSMD11	psmd11
PSMD10	psmd10
PSMD13	psmd13
PSMD12	psmd12
HBQ1	hbq1
FTCD	ftcd
UTP23	utp23
UTP20	utp20
TMEM174	tmem174
MAGEB6	mageb6
MINPP1	minpp1
LEUTX	leutx
METTL2B	mettl2b
GANAB	ganab
VPS28	vps28
SMYD2	smyd2
VAV2	vav2
THAP12	thap12
OR6A2	or6a2
VAPB	vapb
VAPA	vapa
NPHP3	nphp3
NPHP1	nphp1
OR2J3	or2j3
SPINT3	spint3
SLC7A2	slc7a2
NPHP4	nphp4
CTH	cth
EXOSC10	exosc10
SEL1L2	sel1l2
ARF3	arf3
ARF1	arf1
ARF6	arf6
ARF5	arf5
ARF4	arf4
BUD23	bud23
MOBP	mobp
PTPRCAP	ptprcap
PCNX2	pcnx2
THAP10	thap10
IRF2	irf2
MYLK4	mylk4
GLP1R	glp1r
MYLK2	mylk2
MYLK3	mylk3
RGPD2	rgpd2
RGPD3	rgpd3
RGPD1	rgpd1
RGPD6	rgpd6
RGPD4	rgpd4
RGPD5	rgpd5
MOB2	mob2
RDM1	rdm1
RGPD8	rgpd8
PQLC3	pqlc3
OR10S1	or10s1
MOB4	mob4
RGS17	rgs17
RAB11FIP3	rab11fip3
LOXHD1	loxhd1
RAB11FIP1	rab11fip1
SCN4B	scn4b
PCNX4	pcnx4
RAB11FIP5	rab11fip5
RAB11FIP4	rab11fip4
BPIFA2	bpifa2
BPIFA3	bpifa3
BPIFA1	bpifa1
SLCO1B3	slco1b3
SLC35E2B	slc35e2b
METTL23	mettl23
METTL22	mettl22
METTL27	mettl27
METTL26	mettl26
METTL25	mettl25
METTL24	mettl24
LRRC23	lrrc23
MYL6B	myl6b
NRN1L	nrn1l
SLITRK6	slitrk6
IFIH1	ifih1
RNASET2	rnaset2
ACTR10	actr10
HMGB3	hmgb3
EEF1A1	eef1a1
EEF1A2	eef1a2
CHP1	chp1
SLITRK4	slitrk4
CFAP126	cfap126
CHP2	chp2
ARL11	arl11
ARL10	arl10
RAB2B	rab2b
SLFN12L	slfn12l
ARL15	arl15
ARL14	arl14
ARL16	arl16
FRRS1	frrs1
GCHFR	gchfr
TSPYL5	tspyl5
ZNF534	znf534
SCP2D1	scp2d1
WDR45B	wdr45b
RPL7A	rpl7a
AASS	aass
SLITRK1	slitrk1
FOXL2NB	foxl2nb
KIF4A	kif4a
PEX14	pex14
CLIP3	clip3
ACTL7B	actl7b
ACTL7A	actl7a
ZSCAN12	zscan12
ETNK2	etnk2
ETNK1	etnk1
CLIP4	clip4
MNDA	mnda
HEXDC	hexdc
ERMARD	ermard
DHRS7B	dhrs7b
AP3B1	ap3b1
CD48	cd48
MND1	mnd1
CD44	cd44
CD47	cd47
CA14	ca14
CA13	ca13
CA12	ca12
CA11	ca11
CA10	ca10
HIKESHI	hikeshi
FPGT	fpgt
FGFR1OP	fgfr1op
VMA21	vma21
PDX1	pdx1
PPP2R5E	ppp2r5e
MAF1	maf1
RAB20	rab20
CALY	caly
EIF4E3	eif4e3
EIF4E2	eif4e2
RAB24	rab24
RAB25	rab25
RAB26	rab26
GSTT2B	gstt2b
GLRA3	glra3
GLRA2	glra2
CALR	calr
DZIP1L	dzip1l
ASAH2B	asah2b
GLRA4	glra4
WDR78	wdr78
FAR1	far1
ACTR1B	actr1b
ACTR1A	actr1a
FAR2	far2
WDR70	wdr70
WDR73	wdr73
CHPF	chpf
WDR75	wdr75
WDR74	wdr74
WDR77	wdr77
WDR76	wdr76
WNT3A	wnt3a
OR9G1	or9g1
OR6J1	or6j1
COL23A1	col23a1
TRHDE	trhde
AGMO	agmo
NTAN1	ntan1
PPP2R3A	ppp2r3a
C1orf232	c1orf232
CDO1	cdo1
RIBC1	ribc1
NQO1	nqo1
PRPF8	prpf8
SFMBT2	sfmbt2
RGS11	rgs11
NID2	nid2
PRPF3	prpf3
TINF2	tinf2
PRPF4	prpf4
PRPF6	prpf6
XIRP1	xirp1
FILIP1L	filip1l
ZSCAN16	zscan16
CD177	cd177
PCF11	pcf11
RFC5	rfc5
C5orf49	c5orf49
CLEC1B	clec1b
NID1	nid1
C5orf46	c5orf46
C5orf47	c5orf47
OGT	ogt
ZFP62	zfp62
PIP4K2C	pip4k2c
PIP4K2B	pip4k2b
HMGA1	hmga1
TPCN2	tpcn2
IL31RA	il31ra
NPL	npl
ARL14EP	arl14ep
RFFL	rffl
LEFTY2	lefty2
WDR11	wdr11
LEFTY1	lefty1
ARRDC4	arrdc4
ARRDC5	arrdc5
ZWINT	zwint
ARRDC1	arrdc1
ARRDC2	arrdc2
ARRDC3	arrdc3
FAM120AOS	fam120aos
TTI2	tti2
FAM45A	fam45a
RAB27A	rab27a
RAB27B	rab27b
ZIC2	zic2
KIAA0930	kiaa0930
SH3BP5	sh3bp5
RHBDD2	rhbdd2
CSAD	csad
RABGAP1L	rabgap1l
ELK3	elk3
CDON	cdon
ELK1	elk1
GPHB5	gphb5
ELK4	elk4
PAK4	pak4
PAK5	pak5
PAK6	pak6
PAK1	pak1
PAK2	pak2
PAK3	pak3
FAM122A	fam122a
FAM122B	fam122b
FAM122C	fam122c
TRAF1	traf1
SH3BP2	sh3bp2
NSDHL	nsdhl
KCNG1	kcng1
KCNG2	kcng2
KCNG3	kcng3
KCNG4	kcng4
NUBPL	nubpl
PPP2R5C	ppp2r5c
KRT19	krt19
TUBG1	tubg1
PANX1	panx1
MYL1	myl1
TMEM255B	tmem255b
NPB	npb
OR4C11	or4c11
CEP97	cep97
OR4C13	or4c13
CEP95	cep95
DEFB116	defb116
DEFB114	defb114
DEFB115	defb115
DEFB112	defb112
DEFB113	defb113
CYP2D6	cyp2d6
CYP2D7	cyp2d7
ATXN7L3	atxn7l3
PIGG	pigg
MFSD2A	mfsd2a
DEFB118	defb118
DEFB119	defb119
LCN15	lcn15
DMBT1	dmbt1
AXDND1	axdnd1
PRKG1	prkg1
ATXN7L1	atxn7l1
KAT14	kat14
LCN12	lcn12
TNS3	tns3
C10orf55	c10orf55
TNS1	tns1
ZIC1	zic1
C10orf53	c10orf53
HEXA	hexa
ZBTB12	zbtb12
ARID2	arid2
NAXE	naxe
NAXD	naxd
SPRR3	sprr3
PMEPA1	pmepa1
OR8D4	or8d4
OR4B1	or4b1
NT5DC1	nt5dc1
NLRP6	nlrp6
OR8D1	or8d1
OR8D2	or8d2
RBMY1E	rbmy1e
ARGLU1	arglu1
NLRP1	nlrp1
ZNF774	znf774
ZBTB16	zbtb16
SPANXN3	spanxn3
ZNF775	znf775
CALML3	calml3
CD164L2	cd164l2
NLRP2	nlrp2
GLYCTK	glyctk
DHX40	dhx40
CALML5	calml5
CALML4	calml4
COX18	cox18
COX19	cox19
PFN2	pfn2
NUBP1	nubp1
PFN4	pfn4
CREM	crem
SHISA2	shisa2
SHISA3	shisa3
COX10	cox10
COX11	cox11
TMEM219	tmem219
GAS2	gas2
ARPP21	arpp21
COX15	cox15
COX16	cox16
COX17	cox17
PDGFRB	pdgfrb
ANKRD13D	ankrd13d
RGS19	rgs19
ANKRD13B	ankrd13b
ANKRD13C	ankrd13c
ANKRD13A	ankrd13a
SPINDOC	spindoc
AIDA	aida
TIMM8B	timm8b
USP17L1	usp17l1
SCN10A	scn10a
PDGFRL	pdgfrl
SERF1B	serf1b
PPA2	ppa2
PPA1	ppa1
MCTP1	mctp1
MCTP2	mctp2
RAB19	rab19
BET1	bet1
NUP62	nup62
USP17L5	usp17l5
WDR27	wdr27
OR2Y1	or2y1
ALCAM	alcam
TPM4	tpm4
CSF1R	csf1r
TPM2	tpm2
TPM1	tpm1
PGA5	pga5
ETF1	etf1
FBXW9	fbxw9
C22orf39	c22orf39
CYB5D2	cyb5d2
LRRN2	lrrn2
FOXB1	foxb1
C22orf31	c22orf31
JCHAIN	jchain
FBXW4	fbxw4
FBXW5	fbxw5
FBXW7	fbxw7
CDCP1	cdcp1
CCDC178	ccdc178
PLPP3	plpp3
CDCP2	cdcp2
PLPP5	plpp5
PLPP4	plpp4
PLPP7	plpp7
PLPP6	plpp6
SMNDC1	smndc1
ZNF48	znf48
MTO1	mto1
SSX2IP	ssx2ip
IER5L	ier5l
TMEM173	tmem173
ANKLE2	ankle2
PCIF1	pcif1
RAB10	rab10
OR2AJ1	or2aj1
TJP2	tjp2
TJP3	tjp3
PRADC1	pradc1
NDOR1	ndor1
PPAN	ppan
PPP1CA	ppp1ca
OR7A5	or7a5
SH3GLB1	sh3glb1
RAB14	rab14
SRRM1	srrm1
PPAT	ppat
BABAM1	babam1
BABAM2	babam2
SH3PXD2B	sh3pxd2b
TUB	tub
SH3PXD2A	sh3pxd2a
TCIM	tcim
SRRM3	srrm3
LYSMD3	lysmd3
SRRM2	srrm2
KLHL11	klhl11
DCXR	dcxr
CHPF2	chpf2
KLHL12	klhl12
AGRP	agrp
SRRM4	srrm4
AGRN	agrn
NFYB	nfyb
CLGN	clgn
C9orf50	c9orf50
SELENBP1	selenbp1
RABL6	rabl6
SMARCA1	smarca1
SMARCA2	smarca2
CCNI2	ccni2
OR2W1	or2w1
POMZP3	pomzp3
PPP1R17	ppp1r17
SMIM32	smim32
GOLGA6L9	golga6l9
GOLGA6L4	golga6l4
PACRGL	pacrgl
GOLGA6L6	golga6l6
GOLGA6L7	golga6l7
FYN	fyn
GOLGA6L1	golga6l1
GOLGA6L2	golga6l2
RAB1A	rab1a
TOR1A	tor1a
SMIM37	smim37
ASCL3	ascl3
OST4	ost4
MOSMO	mosmo
CCT6A	cct6a
PAF1	paf1
CCT6B	cct6b
OSTN	ostn
XAGE1A	xage1a
XAGE1B	xage1b
GPHA2	gpha2
XAGE1D	xage1d
XAGE1E	xage1e
RUFY1	rufy1
RUFY3	rufy3
RUFY2	rufy2
FCGR2B	fcgr2b
FCGR2C	fcgr2c
FCGR2A	fcgr2a
NLE1	nle1
CYP11A1	cyp11a1
SKIL	skil
WBP2	wbp2
CYTH1	cyth1
GCGR	gcgr
CYTH3	cyth3
CYTH2	cyth2
QSOX1	qsox1
CYTH4	cyth4
MYBPH	mybph
DPH1	dph1
DPH2	dph2
DPH3	dph3
MYH7B	myh7b
DPH5	dph5
DPH6	dph6
DPH7	dph7
MUM1L1	mum1l1
TCF15	tcf15
CALCR	calcr
PSAPL1	psapl1
AGR2	agr2
AGR3	agr3
RNF34	rnf34
TMTC4	tmtc4
THEGL	thegl
SLC15A5	slc15a5
CANT1	cant1
CALCA	calca
CALCB	calcb
OR13A1	or13a1
CKB	ckb
CKM	ckm
TIGAR	tigar
PTGS1	ptgs1
SLFN12	slfn12
TRIM60	trim60
NMRK2	nmrk2
TM2D3	tm2d3
SLK	slk
OR51B5	or51b5
OR51B4	or51b4
OR51B6	or51b6
PAM	pam
OR51B2	or51b2
DCN	dcn
GPAM	gpam
DCK	dck
PAICS	paics
ACSM1	acsm1
ACSM3	acsm3
ACSM5	acsm5
ACSM4	acsm4
NDC1	ndc1
ACSM6	acsm6
SDF4	sdf4
TAF4B	taf4b
PERP	perp
CUL9	cul9
DCX	dcx
EIF4ENIF1	eif4enif1
CUL5	cul5
C20orf173	c20orf173
CUL7	cul7
CUL1	cul1
CUL2	cul2
CUL3	cul3
SSPO	sspo
TRIM28	trim28
TRIM29	trim29
PNKP	pnkp
CDH20	cdh20
TRIM25	trim25
CREB5	creb5
CDH23	cdh23
CDH24	cdh24
TDRKH	tdrkh
CREB1	creb1
TRIM23	trim23
FLRT1	flrt1
PER2	per2
FLRT3	flrt3
FLRT2	flrt2
SRP9	srp9
GNPAT	gnpat
TRPT1	trpt1
KAT8	kat8
KYAT3	kyat3
RHOT1	rhot1
FCER2	fcer2
VTA1	vta1
KAT5	kat5
ARCN1	arcn1
KAT7	kat7
F2R	f2r
IHH	ihh
ZNF514	znf514
PPDPF	ppdpf
ZFAND3	zfand3
NSMAF	nsmaf
GDF10	gdf10
PUS7L	pus7l
AES	aes
PNRC1	pnrc1
PNRC2	pnrc2
DNAJC28	dnajc28
DNAJC27	dnajc27
GNAO1	gnao1
DNAJC25	dnajc25
DNAJC24	dnajc24
NTSR2	ntsr2
DNAJC22	dnajc22
DNAJC21	dnajc21
NTSR1	ntsr1
DTD1	dtd1
DTD2	dtd2
TECTB	tectb
ARHGAP8	arhgap8
ARHGAP9	arhgap9
ARHGAP4	arhgap4
ARHGAP5	arhgap5
ARHGAP6	arhgap6
ICOSLG	icoslg
PPTC7	pptc7
ARHGAP1	arhgap1
AEN	aen
FAM196B	fam196b
FAM196A	fam196a
SETD1A	setd1a
TSPYL2	tspyl2
PRLR	prlr
KHDC1L	khdc1l
SLC12A8	slc12a8
GSAP	gsap
RIDA	rida
TMEM78	tmem78
TMEM79	tmem79
OR4D10	or4d10
OR4D11	or4d11
PPP6C	ppp6c
ZYX	zyx
ZNF229	znf229
ANXA11	anxa11
ANXA10	anxa10
ANXA13	anxa13
TMEM74	tmem74
KCNQ4	kcnq4
C2orf66	c2orf66
RBL2	rbl2
SLC39A12	slc39a12
SPI1	spi1
SLC39A13	slc39a13
SLA	sla
HSPA4L	hspa4l
HEMGN	hemgn
MRPL4	mrpl4
MRPL2	mrpl2
MRPL3	mrpl3
PRAC1	prac1
MRPL1	mrpl1
TTLL8	ttll8
ZFAT	zfat
RALGAPA1	ralgapa1
MRPL9	mrpl9
ZNF611	znf611
HOXC11	hoxc11
ZNF613	znf613
ATP5PO	atp5po
RUVBL1	ruvbl1
ZNF614	znf614
VEGFD	vegfd
ATP5PD	atp5pd
ZNF618	znf618
ATP5PF	atp5pf
SLC3A1	slc3a1
ATP5PB	atp5pb
MOK	mok
B4GAT1	b4gat1
EIF4EBP1	eif4ebp1
TPRA1	tpra1
EIF4EBP3	eif4ebp3
ASPRV1	asprv1
EDDM3A	eddm3a
MS4A12	ms4a12
EDDM3B	eddm3b
MOG	mog
MS4A15	ms4a15
BAG2	bag2
BAG3	bag3
BAG1	bag1
BAG6	bag6
OR1L8	or1l8
BAG4	bag4
BAG5	bag5
KMO	kmo
OR1L4	or1l4
OR1L6	or1l6
MSRB1	msrb1
RTKN	rtkn
MSRB3	msrb3
CTDP1	ctdp1
LRRC37A2	lrrc37a2
LRRC37A3	lrrc37a3
SLC39A1	slc39a1
NTRK3	ntrk3
CD79B	cd79b
MEOX1	meox1
MEOX2	meox2
CD79A	cd79a
CSDC2	csdc2
EIF1AD	eif1ad
ATXN1L	atxn1l
ZNF385C	znf385c
GMFG	gmfg
CBLN4	cbln4
CBLN2	cbln2
CBLN3	cbln3
CBLN1	cbln1
ZBTB26	zbtb26
CYB561A3	cyb561a3
XIRP2	xirp2
SLC39A7	slc39a7
OR5G3	or5g3
PDHA2	pdha2
PDHA1	pdha1
COL4A3BP	col4a3bp
SAP18	sap18
ZDHHC3	zdhhc3
EVI5	evi5
KDF1	kdf1
VSTM2B	vstm2b
PPP1R16A	ppp1r16a
ATXN10	atxn10
FSCN3	fscn3
FSCN2	fscn2
FSCN1	fscn1
SLPI	slpi
MRPS17	mrps17
MYL12B	myl12b
MYL12A	myl12a
G2E3	g2e3
CKMT2	ckmt2
PLLP	pllp
RPS6KC1	rps6kc1
KRTAP22-1	krtap22_1
KRTAP22-2	krtap22_2
SRARP	srarp
MRPS14	mrps14
RFPL4B	rfpl4b
BAGE	bage
RILPL1	rilpl1
OR2T35	or2t35
RILPL2	rilpl2
NLRP10	nlrp10
IDO2	ido2
TMPO	tmpo
IDO1	ido1
CAMK1D	camk1d
CAMK1G	camk1g
MRPS10	mrps10
LDHAL6B	ldhal6b
ECM2	ecm2
ECM1	ecm1
LDHAL6A	ldhal6a
SMCR8	smcr8
HHAT	hhat
SYNJ1	synj1
OR52D1	or52d1
FMR1	fmr1
MICALCL	micalcl
LYPD6	lypd6
RAB3IL1	rab3il1
LYPD4	lypd4
HIST4H4	hist4h4
LYPD2	lypd2
LYPD3	lypd3
PRDM9	prdm9
LYPD1	lypd1
CATSPER4	catsper4
CALCOCO1	calcoco1
CALCOCO2	calcoco2
AMHR2	amhr2
NAP1L4	nap1l4
CATSPER1	catsper1
CATSPER2	catsper2
CATSPER3	catsper3
ANKRD30A	ankrd30a
GAN	gan
RGS6	rgs6
ANKRD30B	ankrd30b
LRRC8C	lrrc8c
RGS1	rgs1
RGS2	rgs2
RGS3	rgs3
ZNF772	znf772
PLAG1	plag1
RGS9	rgs9
APMAP	apmap
PEAK3	peak3
CATSPERZ	catsperz
PEAK1	peak1
COL1A2	col1a2
IL1RAP	il1rap
CATSPERD	catsperd
CATSPERE	catspere
CATSPERG	catsperg
CATSPERB	catsperb
ARAP2	arap2
FSD1L	fsd1l
PPP6R1	ppp6r1
SH2B2	sh2b2
NAB1	nab1
XIAP	xiap
GAL	gal
RDH14	rdh14
SECTM1	sectm1
KANK4	kank4
RD3	rd3
KANK2	kank2
KANK3	kank3
RDH12	rdh12
KANK1	kank1
SLC25A34	slc25a34
NAB2	nab2
DEDD2	dedd2
FAM178B	fam178b
DOLK	dolk
MGARP	mgarp
MYH11	myh11
UBR3	ubr3
TBC1D3D	tbc1d3d
GADD45A	gadd45a
TARSL2	tarsl2
CDK2AP1	cdk2ap1
CDK2AP2	cdk2ap2
NALCN	nalcn
UBR7	ubr7
CIAPIN1	ciapin1
HSP90AB1	hsp90ab1
PTP4A1	ptp4a1
UBR5	ubr5
PTP4A3	ptp4a3
PTP4A2	ptp4a2
VIPR2	vipr2
ZSCAN26	zscan26
ERG28	erg28
TRIM72	trim72
REC8	rec8
ZSCAN22	zscan22
TNNI3	tnni3
GPR3	gpr3
TDRD9	tdrd9
CD28	cd28
SUZ12	suz12
MRPS9	mrps9
MRPS7	mrps7
CD22	cd22
C9orf24	c9orf24
IFI35	ifi35
CD27	cd27
GPR1	gpr1
IFI30	ifi30
CD24	cd24
UNC5B	unc5b
ABHD8	abhd8
MYLIP	mylip
OTUD1	otud1
ABHD2	abhd2
ABHD3	abhd3
ABHD1	abhd1
ABHD6	abhd6
PA2G4	pa2g4
ABHD4	abhd4
ABHD5	abhd5
TWF1	twf1
NKIRAS2	nkiras2
NKIRAS1	nkiras1
HEMK1	hemk1
MBTPS2	mbtps2
TMA16	tma16
MBTPS1	mbtps1
EIF4G3	eif4g3
EIF4G2	eif4g2
EIF4G1	eif4g1
BATF3	batf3
SERHL2	serhl2
WDR59	wdr59
FAT3	fat3
FAT2	fat2
CFAP100	cfap100
GRB2	grb2
ULBP2	ulbp2
ULBP3	ulbp3
GRB7	grb7
FAT4	fat4
PCDH19	pcdh19
PSG7	psg7
PSG4	psg4
PSG5	psg5
PSG2	psg2
PSG3	psg3
UQCC3	uqcc3
PSG1	psg1
HOXC9	hoxc9
HOXC8	hoxc8
GOLGA8Q	golga8q
HOXC5	hoxc5
HOXC4	hoxc4
HOXC6	hoxc6
CD151	cd151
TGOLN2	tgoln2
SSU72	ssu72
HCST	hcst
LSM8	lsm8
GOLGA8R	golga8r
FAM200A	fam200a
FAM200B	fam200b
C5orf67	c5orf67
TRIM43	trim43
OR4F6	or4f6
C5orf63	c5orf63
C5orf60	c5orf60
OR4F5	or4f5
ZSCAN5A	zscan5a
SLC25A32	slc25a32
CSTL1	cstl1
HTRA1	htra1
LSM4	lsm4
COL27A1	col27a1
TERF1	terf1
ZSCAN5C	zscan5c
RBMX2	rbmx2
TMEM245	tmem245
ZSCAN5B	zscan5b
ZC3H15	zc3h15
MFSD3	mfsd3
GOLGA8H	golga8h
NEURL1B	neurl1b
LSM7	lsm7
PTPN23	ptpn23
MFSD5	mfsd5
LSM1	lsm1
POLR2E	polr2e
POLR2D	polr2d
POLR2G	polr2g
POLR2F	polr2f
POLR2A	polr2a
TMEM242	tmem242
POLR2C	polr2c
POLR2B	polr2b
POLR2M	polr2m
POLR2L	polr2l
AKR7A2	akr7a2
AKR7A3	akr7a3
POLR2I	polr2i
POLR2H	polr2h
F11R	f11r
POLR2J	polr2j
GOLGA8F	golga8f
TLK1	tlk1
TLK2	tlk2
FAM47C	fam47c
FAM47B	fam47b
FAM47A	fam47a
USP53	usp53
FAM47E	fam47e
USP51	usp51
GTF3A	gtf3a
TP53TG3F	tp53tg3f
SKIDA1	skida1
BATF2	batf2
AGO4	ago4
ASCC1	ascc1
VPS72	vps72
AGO1	ago1
AGO3	ago3
AGO2	ago2
INO80	ino80
MARCH11	march11
GAMT	gamt
VBP1	vbp1
MARCH10	march10
FAM120B	fam120b
FAM120C	fam120c
FAM120A	fam120a
MAPK14	mapk14
MAPK15	mapk15
PEA15	pea15
MAPK10	mapk10
MAPK11	mapk11
MAPK12	mapk12
MAPK13	mapk13
OR4F21	or4f21
SHISAL1	shisal1
HPGD	hpgd
FZD1	fzd1
FZD2	fzd2
FZD3	fzd3
FZD4	fzd4
FZD5	fzd5
FZD6	fzd6
FZD7	fzd7
CACNB3	cacnb3
CACNB2	cacnb2
CACNB1	cacnb1
CYP2B6	cyp2b6
SLC34A1	slc34a1
CACNB4	cacnb4
RASSF1	rassf1
C10orf71	c10orf71
SPAG16	spag16
OR10W1	or10w1
TBRG1	tbrg1
CIDEA	cidea
PTPMT1	ptpmt1
TAMM41	tamm41
ASH1L	ash1l
RASSF2	rassf2
KMT2D	kmt2d
HIST1H1T	hist1h1t
RASSF5	rassf5
CLEC4M	clec4m
PHF24	phf24
ATP12A	atp12a
CTRB2	ctrb2
OR8B3	or8b3
AMFR	amfr
CTRB1	ctrb1
USO1	uso1
PLCD3	plcd3
OR8B4	or8b4
PLCD1	plcd1
HIST1H1D	hist1h1d
HIST1H1E	hist1h1e
NCR2	ncr2
RASSF6	rassf6
HIST1H1A	hist1h1a
HIST1H1B	hist1h1b
HIST1H1C	hist1h1c
ANKZF1	ankzf1
B3GALNT2	b3galnt2
B3GALNT1	b3galnt1
TACC1	tacc1
TACC2	tacc2
TACC3	tacc3
JDP2	jdp2
PICK1	pick1
PRCP	prcp
TMEM239	tmem239
TMEM238	tmem238
SLC1A2	slc1a2
NHP2	nhp2
TMEM237	tmem237
MRTO4	mrto4
KIF20B	kif20b
TMEM230	tmem230
TMEM233	tmem233
KIF20A	kif20a
MKI67	mki67
MAP6D1	map6d1
GNMT	gnmt
TMIGD2	tmigd2
LPXN	lpxn
TOX2	tox2
MCC	mcc
CAB39	cab39
CKMT1A	ckmt1a
CKMT1B	ckmt1b
NOTCH1	notch1
RPL3L	rpl3l
ANKHD1	ankhd1
GNAT1	gnat1
GNAT3	gnat3
AZIN2	azin2
DEFA1B	defa1b
BCL2L15	bcl2l15
BCL2L14	bcl2l14
TTC16	ttc16
BCL2L11	bcl2l11
BCL2L10	bcl2l10
BCL2L13	bcl2l13
BCL2L12	bcl2l12
TMIGD3	tmigd3
ESCO2	esco2
ESCO1	esco1
NUP43	nup43
CTU2	ctu2
ZNF557	znf557
ZNF554	znf554
CTU1	ctu1
C22orf15	c22orf15
NCKAP1	nckap1
ZNF550	znf550
ZNF551	znf551
SCEL	scel
MSX1	msx1
MSX2	msx2
ADRM1	adrm1
ZNF558	znf558
HSD11B1	hsd11b1
RPL3	rpl3
OR2AT4	or2at4
ISYNA1	isyna1
SAXO1	saxo1
GTF2H3	gtf2h3
GTF2H2	gtf2h2
GTF2H1	gtf2h1
NCDN	ncdn
